id,title,idItem,postDate,text,NER,correction,auteur,guid 
213,"Virginie Calmels, propose plusieurs mesures contre l’islamisme radical, comme « former les imams et imposer des prêches en français »",639,2018-03-31 07:00:23,"Virginie Calmels apporte sa pierre au débat sur la lutte contre « l’islamisme radical » comme elle le qualifie (l’islamiste tout court n’étant donc pas radical). Imposer des prêches en français permettrait assurément un meilleur contrôle de ces prêches par nos services de renseignement et donc une prévention facilitée de la radicalisation. Mais c’est totalement contraire à la liberté religieuse prévue par la Constitution (DDH, art. 10), qui ne recouvre pas seulement la liberté de choix d’une religion ou mais aussi une liberté quant au mode d’exercice de cette religion, « pourvu que (sa) manifestation ne trouble pas l'ordre public établi par la Loi » (art. 10). Un prêche en arabe – puisque c’est la langue visée – n’est pas en soi contraire à l’ordre public. Ou alors il faudrait aussi interdire les quelques messes en latin qui subsistent, ainsi que les offices juifs en hébreux et ceux des différentes communautés orthodoxes (russes notamment). Lire un texte sacré dans sa langue originelle est souvent ressenti une manière de mieux pratiquer : le législateur ne saurait l’empêcher.

En outre, si « la langue de la République est le français » (Constitution, art. 2), cette obligation concerne les services publics en premier lieu, ainsi que les actes juridiques. D’autres actes doivent nécessairement être rédigés en français en vertu de la loi (ex. les notices de médicaments). Mais le culte n’est en rien un service public, il n’entre pas dans la sphère juridique ni commerciale : il reste dans la sphère privée.

Une autre proposition de Mme Calmels serait de « former les imams ». La seule réserve ici est celle du payeur : la loi de 1905 ne permet pas actuellement de former des cadres religieux. L’article 2 est clair : « la République ne reconnaît, ne salarie ni ne subventionne aucun culte ». Former aux frais de l’État revient à subventionner.","(Virginie Calmels, Constitution, DDH, Loi », Constitution, Mme Calmels, État)","Imposer la langue française pour les prêches est contraire à la liberté de religieuse car le choix de la langue fait partie de cette liberté. Pour former les imams aux frais de l’État, il faut modifier la loi de 1905.","Jean-Paul Markus, le 31 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=639
214,"Marine Le Pen : « La ministre, de manière extrêmement discrète, est en train d’envisager… le retour de l’équivalent de l’éco-taxe qui […] ne sera pas imposée uniquement sur les camions étrangers […] mais qui en réalité sera appliquée une nouvelle fois sur tous les camions y compris les camions français »",641,2018-03-28 07:00:54,"La députée du Pas-de-Calais et Présidente du Front National, Marine Le Pen, s’offusque que le retour de l’écotaxe ne pourrait pas seulement concerner les entreprises étrangères, mais affecterait également les poids lourds français. La proposition du Front National de taxer uniquement les poids lourds étrangers est néanmoins loin d’être en conformité avec les législations européennes et françaises en matière de droit d’usages des axes autoroutiers et des péages.

Au risque de nous répéter, les traités européens ont institué le principe de non-discrimination à l’égard de la nationalité interdisant qu’un État membre impose moins favorablement les produits en provenance d’autres États membres que les produits nationaux similaires (article 110 TFUE). Si les États membres peuvent taxer les poids lourds dans un souci de protection de l’environnement ou bien pour financer l’entretien des routes, ils ne peuvent toutefois pas instaurer des péages et droits d’usages qui seraient discriminatoires à l’égard du trafic international (article 7 de la directive du 27 septembre 2011). Ainsi, ce ne sont pas seulement les transporteurs étrangers sur le territoire français qui bénéficieraient de ce principe de non-discrimination, mais également les transports français en circulation dans les autres États membres.

À vrai dire, taxer uniquement les poids lourds étrangers serait même contraire au code la voirie routière français qui interdit toute discrimination en raison de la nationalité dans la collecte des droits d’usages et des péages (article L119-5 du code de la voirie routière).

Il est donc facile pour Marine Le Pen de préconiser des mesures aussi protectionnistes qui ne pourraient en réalité jamais voir le jour, car la Commission veillerait à ce que les autorités fiscales françaises respectent le principe de non-discrimination en raison de la nationalité. A moins de quitter l’Union européenne, ce que le Front National ne semble plus préconiser, la mise en place d’une telle taxe discriminatoire en France serait donc contraire au droit de l’Union.","(Pas-de-Calais, Présidente du Front National, Marine Le Pen, Front National, État, États, États, États, L119-5, Marine, Le Pen, Commission, Union européenne, Front National, France, Union)",Il serait impossible d’imposer l’écotaxe uniquement aux poids lourds étrangers car cela constituerait une discrimination en raison de la nationalité contraire au droit de l’Union européenne et au droit français. ,"Yann Lorans, le 28 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=641
215,"Gilbert Collard a une solution : « dans les banlieues, s'il y a le désordre et que la police n'y arrive pas, on envoie l'armée ! »",668,2018-03-28 10:10:46,"Le député du Front National relance la polémique relative à l’emploi des forces armées pour mener des opérations tendant au maintien ou au rétablissement de l’ordre sur le territoire national. Or dans une démocratie ce n’est pas la mission de l’armée.

Le code de la défense (art. L.1321-1) prévoit qu’« aucune force armée ne peut agir sur le territoire de la République pour les besoins de la défense et de la sécurité civiles sans une réquisition légale ». Cela signifie que l’intervention des forces armées, à l’exception de la gendarmerie considérée comme force civile, est subordonnée à une réquisition formelle, c'est-à-dire une demande du pouvoir civil, régie par le même code de la défense (art. D. 1321-4). Cette contribution au maintien de l’ordre se fait « au nom du peuple français » (art. D. 1321-4), par contraste avec des pays où les militaires rétablissent l’ordre dans leur propre intérêt ou celui du chef d’État en place.

Mais avant d’en arriver à faire appel aux forces armées, les forces de l’ordre civiles doivent effectivement être débordées, par des émeutes généralisées (insurrection) par exemple. Une circulaire du 14 mai 2017 rappelle à cet égard que l’intervention des forces armées s’effectue en « ultime recours » (art. 21) et que si dans ce cadre les militaires peuvent recourir à la force, c’est de façon « proportionnée » (art. 28) et aussi en cas de « flagrance » (violence en train de se commettre).

Or, les forces civiles sont déjà calibrées selon le degré de trouble à l’ordre public. Les compagnies républicaines de sécurité (CRS) relèvent de la police et non de l’armée, et sont matériellement plus adaptées aux désordres civils que les forces armées, notamment avec leurs équipements de dispersion. Le commandement des forces armées ne dit pas autre chose : le Général Henri Bentegeat affirmait, lors des émeutes de 2005, que « chaque fois qu’on a engagé l’armée dans le maintien de l’ordre, cela a mal tourné, car elle n’est pas faite pour ».","(Front National, République, État, CRS, Général, Henri Bentegeat)","La vocation de l’armée n’est pas de pallier un éventuel échec de la police dans les banlieues, comme le suggère Gilbert Collard. Elle n’est ni formée ni équipée pour, et ne doit de toute façon intervenir qu’en ultime recours.","Hugo Desmasures sous la direction de Jean-Paul Markus, le 28 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=668
216,"Clémentine Autain, à propos de l’arrestation en Allemagne de Carles Puigdemont, l’ancien président de la Catalogne : « il est inadmissible que l’UE cherche à régler par la force et l’emprisonnement une question politique. »",670,2018-03-28 12:00:14,"Comme nous l’avons déjà expliqué à propos d’un tweet de Jean-Luc Mélenchon, le mandat d’arrêt européen n’est pas une décision politique mais l’exécution automatique d’une décision judiciaire. Un juge d’émission, ici le juge espagnol, a émis un mandat d’arrêt européen pour poursuivre Carles Puigdemont pour rébellion, sédition, détournement de fonds publics et désobéissance à l’autorité. Le juge exécutant le mandat, le juge allemand, n’a pas la possibilité de refuser de transférer Carles Puigdemont pour des raisons politiques.

En revanche, Carles Puigdemont pourrait retarder son transfert s’il n’y consent pas et être transféré moins rapidement car les délais d’exécution d’un mandat sont strictement encadrés. Il s’agit de 10 jours si la personne consent à son transfert et 60 jours sinon, le temps qu’une autorité judiciaire du pays d’exécution, l’Allemagne, entende la personne mise en cause. Néanmoins, cette audition ne peut pas empêcher l’exécution du mandat, mais simplement permettre de vérifier que les conditions de son exécution sont bien remplies.

Le mandat d’arrêt européen a pour objectif de dépolitiser le transfert de personnes mises en causes dans des procédures pénales. Le seul qui pourrait avoir un effet sur le transfert de Carles Puigdemont ou sa poursuite est le juge espagnol. Si le pouvoir politique espagnol se mêle de cette poursuite cela irait à l’encontre du principe d’indépendance de la justice mais cet aspect serait purement interne à l’Espagne et sans rapport avec l’Union européenne. Précisons qu’un flou autour de l’arrestation de Puigdemont se situe dans les errements du juge espagnol : en décembre il émet un mandat d’arrêt européen qu’il retire ensuite, puis décide apparemment de réactiver ces derniers jours…","(Jean-Luc Mélenchon, Carles Puigdemont, Carles Puigdemont, Carles Puigdemont, Allemagne, Carles Puigdemont, l’Espagne, Union européenne, Puigdemont)","L’Union européenne ne cherche pas à régler par la force et l’emprisonnement une question politique. L’UE n’a pas de pouvoir de police propre et elle a au contraire adopté des règles, avec le mandat d’arrêt européen, pour éviter la procédure politique de l’extradition. Carles Puigdemont est poursuivi par la justice espagnole, le juge allemand est tenu d’exécuter le mandat d’arrêt européen, selon les règles européennes. ","Tania Racho, le 28 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=670
217,Jean-Luc Mélenchon : « Merkel fait embastiller Carles Puigdemont. L’Europe de la police politique contre l’expression des peuples »,672,2018-03-28 11:00:34,"Jean-Luc Mélenchon fait référence à l’arrestation de Carles Puigdemont ce 25 mars 2018 en Allemagne, en vertu d’un mandat d’arrêt européen. Cette procédure est entièrement judiciaire : les gouvernements ne pouvant intervenir, si ce n’est pour exécuter des décisions de justice.

Dans l’Union européenne, depuis 2002, le mandat d’arrêt européen a remplacé l’extradition. L’extradition est une pratique politique qui se négocie entre ministres des affaires étrangères, qui est donc politisée, au contraire du mandat d’arrêt européen qui fonctionne de juge à juge. L’objectif de ce mandat d’arrêt européen est justement de dépolitiser – et donc d’offrir plus de garanties d’objectivité à la personne poursuivie – le processus de transfert d’une personne poursuivie par un Etat membre et qui se trouve dans un autre État membre.

Le mandat d’arrêt européen est régi par une décision-cadre (n° 2002-584 du 13 juin 2002) qui prévoit des motifs limités de refus d’exécution du mandat que le juge allemand peut avancer pour refuser d’exécuter le mandat émis par le juge espagnol. Par exemple, s’il a lui-même poursuivi l’infraction en cause et l’a classé sans suite ou encore s’il estime que l’exécution du mandat violerait le droit à la vie privée et familiale de la personne mise en cause. Ces possibilités sont strictement encadrées et en aucun cas le juge allemand ne peut refuser d’exécuter le mandat d’arrêt européen pour des raisons politiques. La Chancelière ne peut pas non plus entraver ou favoriser la procédure, en vertu du principe de séparation des pouvoirs.

On se souvient qu’en octobre 2017, Carles Puigdemont, alors Président de la Généralité de la Catalogne avait déclaré l’indépendance de cette région d’Espagne. Le gouvernement central espagnol pris néanmoins la décision d’enclencher l’article 155 de la Constitution espagnole, qui prévoit que le gouvernement central peut prendre des mesures contre une communauté autonome lorsque celle-ci ne « remplit pas les obligations que la Constitution ou les autres lois lui imposent ou agit de façon à porter gravement atteinte à l’intérêt général de l’Espagne ».

Conséquence de cette décision du Président du gouvernement Mariano Rajoy : le gouvernement et le parlement catalans sont dissous et Carles Puigdemont est poursuivi en décembre 2017 pour rébellion, sédition, détournement de fonds publics et désobéissance à l’autorité.

Carles Puigdemont s’étant enfui en Belgique dans un premier temps, le juge espagnol a délivré un mandat d’arrêt européen pour le poursuivre devant la justice espagnole des faits qui lui sont reprochés. Mais il a retiré son mandat d’arrêt européen en décembre, semblant ne pas vouloir une arrestation en Belgique. Le juge espagnol refusa une demande de réactivation du mandat alors que Puigdemont se rendait au Danemark en janvier 2018. Ce qui reste flou est la raison pour laquelle ce juge espagnol a finalement décidé de réactiver le mandat lorsque Puigdemont est arrivé en Allemagne, où il a finalement été arrêté.","(Jean-Luc Mélenchon, Carles Puigdemont, Allemagne, Union européenne, Etat, État, La Chancelière, Carles Puigdemont, Président de la Généralité de la Catalogne, Espagne, Constitution espagnole, Constitution, Président, Mariano Rajoy, Carles, Carles Puigdemont, Belgique, Belgique, Puigdemont, Danemark, Puigdemont, Allemagne)","L’extradition au sein de l’Union européenne est un processus purement judiciaire avec la mise en place d’un mandat d’arrêt européen. Ce mandat doit en principe être exécuté automatiquement : lorsque le juge espagnol émet un mandat d’arrêt européen, le juge allemand (et donc la police judiciaire) ne peut qu’exécuter ce mandat sans pouvoir opposer de motifs politiques. Ni les gouvernements ni les peuples ne peuvent s’y opposer. ","Tania Racho, le 28 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=672
218,"Laurent Wauquiez, s’étonne : « Sur le fond du dossier, je fais confiance à la justice. Mais sur la forme...comment comprendre que Nicolas Sarkozy, ancien Président de la République, soit en garde à vue depuis maintenant plus de 10 h. Humiliant et inutile »",676,2018-03-27 10:00:29,"Les conditions de la mise en œuvre du régime de la garde à vue sont prévues à l’article 62-2 du code de procédure pénale (ci-après « CPP »), dont les dispositions prévoient l’existence d’une ou plusieurs raisons de soupçonner qu’une personne a commis ou tenté de commettre un crime ou un délit puni d’une peine d’emprisonnement conformément à l’article 5 de la Convention européenne de sauvegarde des droits de l’homme (ci-après « CESDH »).

Par ailleurs, aux termes de l’article 63 du CPP, le régime de droit commun de la garde à vue est de 24 heures. M. Nicolas Sarkozy a fait l’objet d’une prolongation sur autorisation écrite et motivée du juge d’instruction dans le cadre d’une commission rogatoire en vertu de l’article 154 du CPP. La durée de la garde à vue de 10 heures qui s’est ensuite prolongée est donc conforme aux dispositions législatives.

En outre, le régime de la garde à vue permet de bénéficier de l’ensemble des droits et garanties que prévoient le code de procédure pénale et notamment la présence de son avocat dès le début de la garde à vue, en vertu de l’article 63-3-1 du CPP.

Si le conseil de l’ancien chef d’Etat considère que la garde à vue de son client n’a pas respecté ces conditions légales de mise en œuvre, il lui appartient d’en soulever sa nullité aux termes de l’article 802 du CPP.

En tout état de cause, M. Nicolas Sarkozy, comme tout autre justiciable, doit bénéficier de la présomption d’innocence garantie à l’article 6§2 de la CESDH et à l’article préliminaire du CPP.","(Convention européenne, CPP, Nicolas Sarkozy, CPP, CPP, Etat, CPP, M. Nicolas Sarkozy, CESDH, CPP)","M. Laurent Wauquiez a tort de s’exprimer ainsi sur la mise en œuvre de la garde à vue de M. Nicolas Sarkozy, laquelle n’a rien d’anormal ni rien d’humiliant.","Emmanuel Daoud, le 27 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=676
219,Danielle Simonnet a affirmé : « L’UE actuelle ne s’engage pas pour que les GAFA paient des impôts »,678,2018-03-26 09:03:16,"Alors qu’elle était l’invitée de BFM Business le 21 mars 2018, Danielle Simonnet, membre de la France insoumise et conseillère de Paris, a déclaré que « L’UE actuelle ne s’engage pas pour que les GAFA paient des impôts ». Et, ajoute-t-elle : « ce qui prouve qu’il faut renégocier les traités avec un vrai moyen de pression dans le rapport de force : un plan B de sortie des traités ».

Or, il s’avère que le même jour, la Commission européenne a fait une proposition de directive à ce sujet (« GAFA » pour Google, Amazon, Facebook et Apple, et de manière générale les géants du numérique). En effet, l’aspect dématérialisé de ces entreprises de l’internet facilite les pratiques d’optimisation fiscale. Le cas Apple, qui doit rembourser 13 milliards d’euros d’impôt dont le gouvernement irlandais lui avait illégalement fait cadeau, est assez exemplaire du problème. C’est tout l’objet de la proposition de directive dévoilée le 21 mars : mettre en place une taxation spéciale et adaptée au fonctionnement de ces services.

En revanche, l’affirmation de Danielle Simonnet pointe un vrai problème, car si l’UE aboutit à peu de résultats sur ce sujet (voir l’enlisement de la proposition d’assiette commune pour l’impôt sur les sociétés), c’est avant tout un problème de compétence. En effet, en matière de fiscalité directe l’Union ne peut adopter des mesures que par une décision du Conseil à l’unanimité de ses membres (art. 113 TFUE), sont les 28 États...

Ainsi, ce sont certains États membres réticents à une imposition commune qui pourraient bloquer le processus, notamment l’Irlande ou le Luxembourg qui proposent une situation fiscale avantageuse pour les GAFA. C’est uniquement le refus de quelques États membres qui fait obstacle à une action effective de l’Union. Il est alors paradoxal de proposer une sortie de l’Union pour remédier au problème, alors que même dans l’Union, la France peut très bien taxer chez elle les services numériques. Certains État membres l’ont d’ailleurs déjà fait, à l’image de l’Italie a instauré une taxe sur les transactions numériques entre entreprises qui doit entrer en vigueur en janvier 2019…","(BFM Business, Danielle Simonnet, la France, Paris, UE, B, Commission européenne, Google, Amazon, Facebook, Apple, Apple, Danielle Simonnet, UE, Union, Conseil, États...

Ainsi, États, Irlande, Luxembourg, GAFA, États, Union, Union pour remédier au problème,, Union, la France, État, l’Italie)","On ne peut pas affirmer que « l’Union européenne ne s’engage pas pour taxer les GAFA » alors qu’une proposition de directive vient d’être faite en ce sens. Ici, ce sont certains États membres qui pourraient bloquer la proposition, ce qui de toute façon n’empêcherait pas la France d’agir sur son territoire.","Maude Pamart, sous la direction de Vincent Couronne, le 26 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=678
220,Anne Hidalgo réfléchit à rendre les transports en commun gratuits dans Paris et considère que : « le Conseil de Paris est le bon endroit pour trancher cette question »,681,2018-03-26 08:02:09,"La maire de Paris Anne Hidalgo a annoncé récemment réfléchir à une mise en place de la gratuité des transports en commun dans Paris. Elle a demandé une étude sur le modèle économique pour mettre en œuvre une telle proposition. Gros problème de compétence : le prix des transports en  commun ne relève pas du maire de Paris.

En vertu de l’article L.1241-1 du code des transports, le Syndicat des transports d’Île-de-France (STIF) devenu « Île-de-France Mobilités » est « l'autorité organisatrice des services de transports publics réguliers de personnes dans la région Ile-de-France ». La loi sur le Grand Paris du 3 juin 2010 confie à la Société du Grand Paris une grande partie du développement du réseau de transports en Île-de-France (art. 2). En tant qu’autorité organisatrice des transports en commun dans Paris, Île-de-France Mobilités, selon le code des transports, a notamment pour mission d’ « arrêter la politique tarifaire de manière à obtenir l'utilisation la meilleure, sur le plan économique et social, du système de transports correspondant», autrement dit les prix.

Certes, Île-de-France Mobilités peut déléguer tout ou partie de ses attributions à d’autres institutions et par exemple les communes (code des transports, art. L. 1241-3). Mais cette faculté de délégation ne porte pas sur la politique tarifaire, qui doit rester entre les mains d’Île-de-France Mobilités, car selon ses statuts, cet établissement regroupe l’ensemble des collectivités territoriales franciliennes et des intercommunalités.

Par conséquent, ni Anne Hidalgo, en qualité de maire de Paris, ni le conseil municipal de Paris ne disposent de la compétence pour décider d’une gratuité des transports en commun dans la capitale. La politique tarifaire des transports franciliens (et donc parisiens intramuros) relève de la présidente du conseil d’administration d’Île-de-France Mobilités,  c’est-à-dire Valérie Pécresse, qui est également la présidente du conseil régional d’Île-de-France.","(Paris, Anne Hidalgo, Paris, Gros, Paris, L.1241-1, Syndicat des transports d’Île-de-France, STIF, Ile-de-France , Grand Paris, Société du Grand Paris, Île-de-France, Paris, Île-de-France, Île-de-France Mobilités, Île-de-France, Anne Hidalgo, Paris, Paris, Île-de-France, Mobilités, Valérie Pécresse, conseil régional d’Île-de-France)","Anne Hidalgo peut toujours mettre en place un processus d’étude de la mise en gratuité des transports en commun dans Paris, mais cela fera une étude de plus mise au rebut, car la compétence en la matière est exclusivement celle d’Île-de-France Mobilités. Combien, d’ailleurs, coûtera cette étude ? ","Jérémy Surieu, le 26 mars 2018",http://lessurligneurs.eu/surligneurs_V2/?p=681
221,"Gilles Penelle, Président du groupe FN au Conseil régional de Bretagne, sur le retour de l’écotaxe :  ""#Écotaxe, le retour ? […] Si une taxe sur les poids lourds doit être mise en place, c’est uniquement sur les entreprises étrangères !""",719,2018-03-26 10:37:23,"Le Président du groupe FN au Conseil régional de Bretagne, Gilles Pennelle, se préoccupe du sort des entreprises bretonnes au vu d’un éventuel retour de l’écotaxe et considère que seuls les poids lourds étrangers devraient être concernés par cette taxe. Toutefois, appliquer une telle mesure protectionniste reviendrait à ignorer tant le droit européen que le droit français en vigueur en matière de droits d’usage ou des péages applicables aux poids lourds.

Premièrement, le droit de l’Union européenne empêche qu’un État membre discrimine les entreprises des autres États membres en frappant leurs produits d’impositions qui seraient supérieures à celles qui frappent les produits nationaux similaires (article 110 TFUE). C’est l’expression simple du principe de non-discrimination en raison de la nationalité, principe fondateur du droit de l’Union européenne (article 18 TFUE), appliquée ici au domaine fiscal afin d’assurer la libre circulation des marchandises à l’intérieur de l’Union européenne. L’écotaxe ne pourra donc pas s’appliquer seulement aux « entreprises étrangères ».

Par ailleurs, une directive européenne autorise bien les États membres à instaurer des péages et des droits d’usage de certains axes autoroutiers, mais elle confirme que ces taxes ne peuvent en aucun cas présenter un caractère discriminatoire à l’égard du trafic international (article 7 de la directive du 27 septembre 2011). Ainsi, si le droit de l’Union accepte que les poids lourds soient taxés afin de financer certaines infrastructures dans le domaine des transports ou pour des raisons environnementales, cette taxation ne doit pas constituer une manière déguisée pour les autorités de favoriser les producteurs nationaux par une imposition protectionniste.

Deuxièmement, la proposition du Président du groupe FN au conseil régional de Bretagne va à l’encontre du droit français qui protège le principe selon lequel les péages applicables aux véhicules de transport de marchandises par route sont perçus sans discrimination directe ou indirecte en raison de la nationalité du transporteur, de l’immatriculation du véhicule, de l’origine ou de la destination du transport (article L119-5 du code de la voirie routière).

En tout état de cause, un tel système discriminatoire pourrait faire l’objet d’une contestation par la Commission, soutenue par les autres États membres, auprès de la Cour de justice de l’Union européenne dans le contexte d’un recours en manquement (article 263 TFUE) ou bien par les entreprises étrangères elles-mêmes directement impactées par cette taxe devant les juridictions françaises. L’opération est donc vouée à l’échec, au mieux à moyen terme.","(Président, FN, Conseil régional de Bretagne, Gilles Pennelle, Union européenne, État, États, Union européenne, Union européenne, États, Union, Président, FN, conseil régional de Bretagne, L119-5, Commission, États, Cour de justice de l’Union européenne)",Taxer uniquement les poids lourds étrangers constituerait une discrimination en raison de la nationalité contraire au droit français et au droit de l’Union européenne.,"Yann Lorans, le 26 mars 2018",https://lessurligneurs.eu/?p=719
222,"Manuel Valls considère qu'il faut ""étudier l’interdiction du salafisme dans notre pays""",726,2018-03-25 23:00:50,"Est-ce le « salafisme » qui a tué une fois de plus à Carcassonne, ou plus lamentablement la misère intellectuelle ? Peu importe : la loi ne peut interdire ni l’un ni l’autre. M. Valls confond les convictions, qui sont libres, et leur expression, qui peut être contrôlée ou interdite. M. Rachline, maire (FN) de Fréjus, avait commis la même erreur sur France Inter, nous l’avions surligné.

Ni la loi ni même la Constitution ne peuvent interdire les opinions ou les orientations religieuses. Il n’est pas illégal d’être raciste, homophobe, antisémite, négationniste, sexiste, pas plus qu’il est illégal d’être encarté PS, LR, ou FN. On peut être convaincu que les Blancs sont supérieurs aux Noirs, eux-mêmes supérieurs aux Juifs, eux-mêmes se situant juste au-dessus des homosexuels, et même l’exprimer en cercle privé. Un homme peut éduquer ses enfants dans ce sens, pendant que sa femme fait la vaisselle.

La Déclaration des droits de l’homme est claire sur les opinions : « Nul ne doit être inquiété pour ses opinions, même religieuses », mais elle ajoute aussitôt : « pourvu que leur manifestation ne trouble pas l’ordre public établi par la Loi » (art. 10). Donc, ce qui peut être interdit, c’est l’expression publique de ces opinions : écrit, discours, injure, ou tout autre acte basé sur ces opinions. Cette expression est, aux yeux du législateur, contraire à l’ordre public, car elle incite à la haine, porte atteinte à la dignité des personnes, encourage la violence.

Le salafisme n’est jamais qu’une orientation religieuse que le législateur ne peut interdire sans violer la Constitution. Si le salafisme conduit en tant que tel à des excès contraires à l’ordre public, la loi ne peut qu’interdire l’enseignement ou l’expression de ses préceptes les plus intolérables. Dans un registre infiniment moins tragique, un maire peut interdire le tintement des cloches d’églises lorsque cela gêne le voisinage, mais personne ne songe à interdire le catholicisme. Même les pires dictateurs ont bien compris que ce n’est pas l’opinion qu’il convient d’interdire pour rester en place, mais sa diffusion.

Ainsi, il est déjà possible de contrôler les prêches salafistes et d’arrêter les auteurs de propos contraires à l’ordre public. Interdire expressément les prêches salafistes ne servirait à rien, car la loi interdit déjà les messages incitant à la violence et à la haine. Il suffit donc d’appliquer la loi.","(Carcassonne, Valls, Rachline, FN, Fréjus, France Inter, Constitution, PS, LR, FN, Blancs, Noirs, Juifs, Déclaration des droits de l’homme, Loi, Constitution)","Interdire le salafisme est contraire à la Constitution. Voter une loi interdisant les prêches et messages salafistes extrémistes ne servirait à rien, puisque l’incitation à la haine et à la violence est déjà interdite par elle-même. ","Jean-Paul Markus, le 25 mars 2018",https://lessurligneurs.eu/?p=726
223,"Jean-François Jalkh, député européen FN, à propos de la procédure ouverte contre la Pologne pour violation de l’État de droit : ""la Commission fait fi du principe de subsidiarité et n’a pour seul but que de faire plier un État jugé trop conservateur et opposé à la politique migratoire de l’UE""",730,2018-03-22 11:42:28,"Le député européen membre du Front national a ainsi expliqué le 18 mars dernier son refus de voter la résolution du Parlement européen, qui soutient l’ouverture par la Commission européenne d’une procédure pouvant mener à des sanctions à l’égard de la Pologne pour violation grave de l’État de droit. Or, l’État de droit fait partie des valeurs de l’Union rappelées en tête du Traité sur l’Union européenne (article 2 TUE), ce que des États comme la Pologne ou la Hongrie semblent avoir oublié, alors qu’ils l’ont ratifié.

Tout d’abord, la proposition de la Commission européenne n’a pas de rapport avec l’orientation politique d’une majorité au pouvoir en Pologne qui serait « conservatrice », ni avec le fait que cet État refuse d’accueillir les demandeurs d’asile dans le cadre de la politique de réallocation décidée par le Conseil en septembre 2015 (puisque c’est sans doute à cela que le député fait référence). Il faut rappeler d’une part que la Pologne avait voté en faveur de cette politique au Conseil de l’Union européenne, et d’autre part que cette même politique n’est plus en vigueur depuis septembre 2017.

À la lecture de la proposition de la Commission, les motifs qui fondent les inquiétudes de l’institution ont trait en réalité et sans ambiguïté à l’adoption de lois qui mettent à mal l’indépendance de la justice, y compris la justice constitutionnelle. Ces lois portent atteinte de manière grave à l’État de droit, c’est-à-dire le fait que tous, dans un État, sont soumis au respect du droit (y compris les pouvoirs publics). Rien à voir donc avec le conservatisme, qui n’est pas propre à la Pologne, et à l’opposition à la politique migratoire de l’Union, qui ne lui est pas propre non plus.

Ensuite, si la Commission a en effet émis une proposition pouvant aboutir à des sanctions, on n’en est pas là, et de toute manière ce n’est pas elle qui prendra la décision. La décision revient au Conseil, composé d’un représentant par État membre et statuant ici à l’unanimité (bien sûr sans le représentant de la Pologne). Il y a donc très peu de chances, au vu du soutien de la Hongrie à la politique du Gouvernement polonais, que de telles sanctions puissent, à terme, être décidées.

Enfin, on peut opposer au député du groupe Europe des Nations et des Libertés au Parlement européen le fait que le principe de subsidiarité, qui veut que l’Union n’intervienne que lorsqu’il est plus efficace d’agir à son niveau qu’à celui des États membres, ne s’applique pas dans ce cas (article 5 § 3 TUE).","(Front national, Parlement européen, Commission européenne, la Pologne, État, État, Union, Traité sur l’Union européenne, États, Pologne, Hongrie, Commission européenne, Pologne, État, Conseil, la Pologne, Conseil de l’Union européenne, Commission, État, État, Pologne, Union, Commission, Conseil, État, la Pologne, Hongrie, Gouvernement polonais, Europe des Nations, Libertés au Parlement européen, Union, États)","Ni rapport avec la politique « conservatrice » de la Pologne, ni violation de la subsidiarité, le député européen Front national devrait avancer d’autres arguments pour justifier son refus de voter la résolution du Parlement européen.","Vincent Couronne, le 22 mars 2018",https://lessurligneurs.eu/?p=730
